No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
1387,Eastern,Ampara,Thirukkovil,2016-01-25,Unknown,Male,5-7,Juvenile
1388,Eastern,Ampara,Thirukkovil,2016-01-25,Unknown,Female,20-25,Subadults and adults
1389,Central,Badulla,Mahiyanganaya,2016-01-25,Electrocuted,Male,30,Subadults and adults
1390,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-01-25,Other,Male,7.5 Weeks,Unknown
1391,Wayamba,Kurunegala,Mahawa,2016-01-29,Electrocuted,Male,8-10,Juvenile
1392,Polonnaruwa,Polonnaruwa,Welikanda,2016-01-30,Electrocuted,Male,40-45,Subadults and adults
1393,Eastern,Batticaloa,Manmunai South-West,2016-02-01,Electrocuted,Male,25-30,Subadults and adults
1394,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2016-02-01,Gunshot,Male,40-45,Subadults and adults
1395,Eastern,Badulla,Mahiyanganaya,2016-02-01,Body destroyed,Male,20-25,Subadults and adults
1396,Eastern,Batticaloa,Manmunai South-West,2016-02-01,Gunshot,Male,25-30,Subadults and adults
1397,Wayamba,Kurunegala,Galgamuwa,2016-02-01,Hakkapatas,Male,10-12,Juvenile
1398,Eastern,Ampara,Mahaoya,2016-02-02,Unknown,Male,30-35,Subadults and adults
1399,Trincomalee,Trincomalee,Seruvila,2016-02-03,Electrocuted,Male,30-35,Subadults and adults
1400,Vavuniya,Mannar,Mannar Town,2016-02-03,Gunshot,Female,25-30,Subadults and adults
1401,Eastern,Badulla,Mahiyanganaya,2016-02-04,Gunshot,Male,20-25,Subadults and adults
1402,Anuradhapura,Anuradhapura,Horowpothana,2016-02-04,Poisned,Male,55-60,Subadults and adults
1403,Southern,Monaragala,Thanamalvila,2016-02-05,Hakkapatas,Male,25-30,Subadults and adults
1404,Trincomalee,Trincomalee,Seruvila,2016-02-06,Unknown,Male,25-30,Subadults and adults
1405,Eastern,Batticaloa,Koralai Pattu North,2016-02-08,Accident,Female,8-10,Juvenile
1406,Eastern,Ampara,Thirukkovil,2016-02-10,Hakkapatas,Female,5-6,Juvenile
1407,Polonnaruwa,Matale,Dambulla,2016-02-10,Gunshot,Male,30-35,Subadults and adults
1408,Trincomalee,Trincomalee,Kantalai,2016-02-13,Hakkapatas,Male,12-15,Subadults and adults
1409,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-02-16,Electrocuted,Male,18-20,Subadults and adults
1410,Wayamba,Anuradhapura,Giribawa,2016-02-18,Gunshot,Male,5.5 Month,Infant
1411,Vavuniya,Anuradhapura,Padaviya,2016-02-18,Gunshot,Female,6-8,Juvenile
1412,Anuradhapura,Anuradhapura,Horowpothana,2016-02-18,Hakkapatas,Male,12,Juvenile
1413,Eastern,Batticaloa,Eravur Pattu,2016-02-20,Unknown,Male,15,Subadults and adults
1414,Polonnaruwa,Polonnaruwa,Thamankaduwa,2016-02-23,Gunshot,Male,15-20,Subadults and adults
1415,Southern,Monaragala,Thanamalvila,2016-02-25,Gunshot,Male,25-30,Subadults and adults
1416,Central,Kandy,Minipe,2016-02-26,Gunshot,Male,25-30,Subadults and adults
1417,Uva,Monaragala,Moneragala,2016-02-29,Attack by an elephant,Male,25-30,Subadults and adults
1418,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-02-29,Unknown,Male,20,Subadults and adults
1419,Polonnaruwa,Polonnaruwa,Elahera,2016-03-01,Other,Male,12-15,Subadults and adults
1420,Puttalam,Puttalam,Karuwalagaswewa,2016-03-02,Unknown,Male,15,Subadults and adults
1421,Anuradhapura,Anuradhapura,Horowpothana,2016-03-02,Hakkapatas,Female,30,Subadults and adults
1422,Trincomalee,Trincomalee,Gomarankadawala,2016-03-02,Hakkapatas,Male,28-30,Subadults and adults
1423,Polonnaruwa,Polonnaruwa,Welikanda,2016-03-03,Other,Male,8-25,Subadults and adults
1424,Trincomalee,Trincomalee,Verugal,2016-03-04,Unknown,Unknown,5-6,Juvenile
1425,Eastern,Ampara,Samanthurai,2016-03-05,Natural,Male,3.5 Months,Infant
1426,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-03-05,Gunshot,Male,30-35,Subadults and adults
1427,Eastern,Ampara,Samanthurai,2016-03-08,Septicemia,Female,35-40,Subadults and adults
1428,Polonnaruwa,Polonnaruwa,Welikanda,2016-03-09,Poisned,Male,30-35,Subadults and adults
1429,Eastern,Batticaloa,Manmunai South-West,2016-03-10,Gunshot,Male,30-35,Subadults and adults
1430,Anuradhapura,Anuradhapura,Kebithigollewa,2016-03-13,Unknown,Male,1,Calf
1431,Vavuniya,Vavuniya,Vavuniya,2016-03-14,Land mine,Female,8-9,Juvenile
1432,Trincomalee,Trincomalee,Gomarankadawala,2016-03-20,Hakkapatas,Male,30,Subadults and adults
1433,Uva,Monaragala,Wellawaya,2016-03-22,Body destroyed,Male,45,Subadults and adults
1434,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-03-23,Train Accident,Male,25-30,Subadults and adults
1435,Anuradhapura,Anuradhapura,Nochchiyagama,2016-03-24,Unknown,Male,6,Juvenile
1436,Trincomalee,Trincomalee,Morawewa,2016-03-25,Hakkapatas,Male,20-25,Subadults and adults
1437,Anuradhapura,Anuradhapura,Horowpothana,2016-03-25,Hakkapatas,Female,20-25,Subadults and adults
1438,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2016-03-25,Injured,Male,30-35,Subadults and adults
1439,Anuradhapura,Anuradhapura,Palugaswewa,2016-03-26,Hakkapatas,Male,9-10,Juvenile
1440,Polonnaruwa,Polonnaruwa,Welikanda,2016-04-02,Gunshot,Male,20-25,Subadults and adults
1441,Polonnaruwa,Matale,Naula,2016-04-03,Injured,Male,35-40,Subadults and adults
1442,Wayamba,Kurunegala,Polpithigama,2016-04-05,Body destroyed,Male,20-30,Subadults and adults
1443,Puttalam,Puttalam,Karuwalagaswewa,2016-04-07,Gunshot,Male,35-40,Subadults and adults
1444,Trincomalee,Trincomalee,Kantalai,2016-04-11,Unknown,Unknown,5-6,Juvenile
1445,Eastern,Ampara,Mahaoya,2016-04-11,Hakkapatas,Male,5-6,Juvenile
1446,Trincomalee,Trincomalee,Kantalai,2016-04-11,Unknown,Unknown,5-6,Juvenile
1447,Trincomalee,Trincomalee,Kuchchaveli,2016-04-18,Injured,Female,20,Subadults and adults
1448,Uva,Badulla,Hildummulla,2016-04-20,Unknown,Male,15-20,Subadults and adults
1449,Anuradhapura,Anuradhapura,Nochchiyagama,2016-04-20,Unknown,Male,12,Juvenile
1450,Anuradhapura,Anuradhapura,N. Palatha Central,2016-04-21,Injured,Male,10 Months,Infant
1451,Wayamba,Kurunegala,Ehetuwewa,2016-04-22,Broken the Spinal,Male,03,Calf
1452,Anuradhapura,Anuradhapura,Kebithigollewa,2016-04-23,Electrocuted,Male,15,Subadults and adults
1453,Anuradhapura,Anuradhapura,Nochchiyagama,2016-04-24,Unknown,Male,20,Subadults and adults
1454,Southern,Ratnapura,Balangoda,2016-04-25,Body destroyed,Male,4-5,Juvenile
1455,Trincomalee,Trincomalee,Morawewa,2016-04-26,Unknown,Male,8-10,Juvenile
1456,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-04-26,Hakkapatas,Female,35-40,Subadults and adults
1457,Trincomalee,Trincomalee,Gomarankadawala,2016-04-27,Unknown,Female,25-30,Subadults and adults
1458,Anuradhapura,Anuradhapura,Nochchiyagama,2016-04-29,Unknown,Female,16,Subadults and adults
1459,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-04-30,Accident,Female,11 Months,Infant
1460,Anuradhapura,Anuradhapura,Maha Vilachchiya,2016-05-05,Lightning,Female,8 Months,Infant
1461,Anuradhapura,Anuradhapura,Maha Vilachchiya,2016-05-05,Lightning,Male,2-3,Calf
1462,Anuradhapura,Anuradhapura,Maha Vilachchiya,2016-05-05,Lightning,Female,8,Juvenile
1463,Anuradhapura,Anuradhapura,Maha Vilachchiya,2016-05-05,Lightning,Female,25-30,Subadults and adults
1464,Vavuniya,Mannar,Madhu,2016-05-06,Hakkapatas,Male,05,Juvenile
1465,Anuradhapura,Anuradhapura,Palugaswewa,2016-05-08,Unknown,Male,10,Juvenile
1466,Anuradhapura,Mannar,Musali,2016-05-09,Unknown,Male,35-40,Subadults and adults
1467,Anuradhapura,Anuradhapura,Horowpothana,2016-05-09,Hakkapatas,Male,12-15,Subadults and adults
1468,Kilinochchi,Mullaitivu,Oddusuddan,2016-05-10,Unknown,Male,2 Months,Infant
1469,Southern,Hambantota,Hambantota,2016-05-10,Other,Male,5 Months,Infant
1470,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-05-17,Train Accident,Male,Unknown,Unknown
1471,Trincomalee,Trincomalee,Kuchchaveli,2016-05-18,Injured,Female,20,Subadults and adults
1472,Uva,Monaragala,Thanamalvila,2016-05-19,Unknown,Female,2.5,Calf
1473,Eastern,Batticaloa,Koralai Pattu North,2016-05-20,Gunshot,Male,35-40,Subadults and adults
1474,Wayamba,Kurunegala,Kotavehera,2016-05-21,Electrocuted,Male,25-30,Subadults and adults
1475,Eastern,Batticaloa,Koralai Pattu North,2016-05-22,Unknown,Male,40-45,Subadults and adults
1476,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-05-24,Train Accident,Male,20-25,Subadults and adults
1477,Central,Badulla,Mahiyanganaya,2016-05-25,Body destroyed,Male,30-35,Subadults and adults
1478,Southern,Monaragala,Thanamalvila,2016-05-27,Electrocuted,Male,35-40,Subadults and adults
1479,Polonnaruwa,Matale,Dambulla,2016-05-27,Accident,Female,Unknown,Unknown
1480,Wayamba,Kurunegala,Galgamuwa,2016-05-31,Gunshot,Male,30-35,Subadults and adults
1481,Trincomalee,Trincomalee,Kuchchaveli,2016-05-31,Electrocuted,Male,20,Subadults and adults
1482,Eastern,Ampara,Pothuvil,2016-06-01,Hakkapatas,Female,08-10,Juvenile
1483,Eastern,Ampara,Ampara,2016-06-07,Disease,Male,1 Month,Infant
1484,Polonnaruwa,Polonnaruwa,Welikanda,2016-06-08,Electrocuted,Male,30-35,Subadults and adults
1485,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-06-12,Hakkapatas,Male,15-20,Subadults and adults
1486,Eastern,Ampara,Lahugala,2016-06-12,Unknown,Female,20-22,Subadults and adults
1487,Wayamba,Kurunegala,Ambanpola,2016-06-13,Electrocuted,Male,35,Subadults and adults
1488,Eastern,Ampara,Lahugala,2016-06-15,Unknown,Female,20-22,Subadults and adults
1489,Wayamba,Kurunegala,Polpithigama,2016-06-17,Electrocuted,Male,15-20,Subadults and adults
1490,Eastern,Ampara,Dehiattakandiya,2016-06-18,Unknown,Male,45-50,Subadults and adults
1491,Vavuniya,Kilinochchi,Poonakary,2016-06-19,Gunshot,Male,20,Subadults and adults
1492,Anuradhapura,Anuradhapura,N. Palatha Central,2016-06-19,Unknown,Unknown,Unknown,Unknown
1493,Trincomalee,Trincomalee,Morawewa,2016-06-21,Hakkapatas,Female,7,Juvenile
1494,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-06-24,Drowned,Male,4 months,Unknown
1495,Polonnaruwa,Polonnaruwa,Welikanda,2016-06-25,Gunshot,Male,40-45,Subadults and adults
1496,Polonnaruwa,Polonnaruwa,Dambulla,2016-06-25,Hakkapatas,Male,Unknown,Unknown
1497,Anuradhapura,Mannar,N. Palatha Central,2016-06-26,Gunshot,Male,30-35,Subadults and adults
1498,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-06-29,Unknown,Male,40-45,Subadults and adults
1499,Trincomalee,Trincomalee,Morawewa,2016-06-29,Gunshot,Female,30,Subadults and adults
1500,Anuradhapura,Anuradhapura,Horowpothana,2016-07-03,Hakkapatas,Female,18,Subadults and adults
1501,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-07-06,Other,Male,6 Months,Infant
1502,Eastern,Batticaloa,Eravur Pattu,2016-07-06,Gunshot,Male,25-30,Subadults and adults
1503,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2016-07-07,Fallen into well,Male,15-18,Subadults and adults
1504,Polonnaruwa,Polonnaruwa,Welikanda,2016-07-08,Train Accident,Male,45,Subadults and adults
1505,Wayamba,Kurunegala,Galgamuwa,2016-07-09,Gunshot,Female,20-25,Subadults and adults
1506,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-07-09,Train Accident,Male,5-6,Juvenile
1507,Eastern,Ampara,Thirukkovil,2016-07-12,Hakkapatas,Male,20,Subadults and adults
1508,Anuradhapura,Anuradhapura,Thalawa,2016-07-12,Electrocuted,Male,40-45,Subadults and adults
1509,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-07-13,Gunshot,Female,25-30,Subadults and adults
1510,Anuradhapura,Anuradhapura,Horowpothana,2016-07-15,Hakkapatas,Male,12,Juvenile
1511,Anuradhapura,Anuradhapura,Medawachchiya,2016-07-15,Unknown,Unknown,Unknown,Unknown
1512,Puttalam,Puttalam,Vanathavilluwa,2016-07-15,Gunshot,Male,30,Subadults and adults
1513,Trincomalee,Trincomalee,Kantalai,2016-07-16,Hakkapatas,Male,05,Juvenile
1514,Puttalam,Puttalam,Karuwalagaswewa,2016-07-18,Attack by an elephant,Male,35,Subadults and adults
1515,Uva,Ampara,Damana,2016-07-20,Body destroyed,Female,6.5 months,Unknown
1516,Eastern,Ampara,Mahaoya,2016-07-20,Disease,Female,45,Subadults and adults
1517,Eastern,Ampara,Pothuvil,2016-07-20,Injured,Female,20,Subadults and adults
1518,Eastern,Ampara,Mahaoya,2016-07-21,Gunshot,Male,25,Subadults and adults
1519,Eastern,Ampara,Mahaoya,2016-07-22,Septicemia,Male,35,Subadults and adults
1520,Eastern,Ampara,Mahaoya,2016-07-23,Body destroyed,Unknown,Unknown,Unknown
1521,Eastern,Ampara,Damana,2016-07-25,Gunshot,Male,45,Subadults and adults
1522,Uva,Monaragala,Wellawaya,2016-07-26,Fallen into well,Unknown,6 Months,Infant
1523,Eastern,Ampara,Uhana,2016-07-28,Injured,Male,25-30,Subadults and adults
1524,Trincomalee,Trincomalee,Morawewa,2016-07-30,Injured,Female,25,Subadults and adults
1525,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-07-31,Train Accident,Female,25-30,Subadults and adults
1526,Vavuniya,Anuradhapura,Padaviya,2016-07-31,Hakkapatas,Male,15,Subadults and adults
1527,Polonnaruwa,Polonnaruwa,Thamankaduwa,2016-08-01,Hakkapatas,Male,8-10,Juvenile
1528,Uva,Hambantota,Thissamaharama,2016-08-03,Unknown,Male,35-40,Subadults and adults
1529,Uva,Monaragala,Madulla,2016-08-03,Injured,Female,30,Subadults and adults
1530,Southern,Monaragala,Thanamalvila,2016-08-08,Hakkapatas,Male,12,Juvenile
1531,Anuradhapura,Anuradhapura,Medawachchiya,2016-08-10,Train Accident,Female,25,Subadults and adults
1532,Trincomalee,Trincomalee,Gomarankadawala,2016-08-11,Drowned,Female,2 Months,Infant
1533,Polonnaruwa,Polonnaruwa,Welikanda,2016-08-14,Gunshot,Male,35,Subadults and adults
1534,Vavuniya,Vavuniya,Vengalacheddiculam,2016-08-14,Drowned,Unknown,4,Calf
1535,Anuradhapura,Anuradhapura,Horowpothana,2016-08-16,Train Accident,Male,3-4,Calf
1536,Vavuniya,Vavuniya,Vengalacheddiculam,2016-08-17,Train Accident,Male,6-7,Juvenile
1537,Vavuniya,Vavuniya,Vengalacheddiculam,2016-08-17,Train Accident,Female,25-30,Subadults and adults
1538,Vavuniya,Vavuniya,Vengalacheddiculam,2016-08-17,Train Accident,Male,15,Subadults and adults
1539,Vavuniya,Vavuniya,Vengalacheddiculam,2016-08-17,Train Accident,Female,3-4,Calf
1540,Eastern,Ampara,Dehiattakandiya,2016-08-18,Gunshot,Female,15-20,Subadults and adults
1541,Trincomalee,Trincomalee,Thampalakamam,2016-08-18,Unknown,Female,4,Calf
1542,Polonnaruwa,Polonnaruwa,Welikanda,2016-08-18,Gunshot,Male,12,Juvenile
1543,Wayamba,Kurunegala,Ambanpola,2016-08-19,Gunshot,Female,15-18,Subadults and adults
1544,Trincomalee,Trincomalee,Morawewa,2016-08-22,Unknown,Male,25,Subadults and adults
1545,Trincomalee,Trincomalee,Thampalakamam,2016-08-22,Unknown,Female,4,Calf
1546,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-08-22,Hakkapatas,Male,4-6,Juvenile
1547,Southern,Monaragala,Sevanagala,2016-08-23,Natural,Female,55-60,Subadults and adults
1548,Trincomalee,Trincomalee,Morawewa,2016-08-24,Unknown,Unknown,5 Months,Infant
1549,Eastern,Monaragala,Siyambalanduwa,2016-08-26,Hakkapatas,Female,30,Subadults and adults
1550,Southern,Ratnapura,Embilipitiya,2016-08-28,Unknown,Male,5,Juvenile
1551,Eastern,Ampara,Lahugala,2016-08-28,Unknown,Female,1.5-2,Calf
1552,Polonnaruwa,Matale,Dambulla,2016-08-30,Electrocuted,Male,30,Subadults and adults
1553,Polonnaruwa,Matale,Wilgamuwa,2016-08-30,Unknown,Unknown,5,Juvenile
1554,Eastern,Batticaloa,Koralai Pattu North,2016-08-30,Electrocuted,Male,22,Subadults and adults
1555,Wayamba,Kurunegala,Galgamuwa,2016-08-31,Poisned,Male,50,Subadults and adults
1556,Uva,Hambantota,Thissamaharama,2016-08-31,Natural,Unknown,15,Subadults and adults
1557,Polonnaruwa,Polonnaruwa,Welikanda,2016-09-01,Hakkapatas,Male,6-10,Juvenile
1558,Eastern,Ampara,Samanthurai,2016-09-02,Septicemia,Female,2-3,Calf
1559,Southern,Monaragala,Thanamalvila,2016-09-06,Hakkapatas,Male,15-20,Subadults and adults
1560,Eastern,Ampara,Lahugala,2016-09-06,Disease,Male,5,Juvenile
1561,Southern,Monaragala,Sevanagala,2016-09-08,Disease,Male,1.5,Calf
1562,Uva,Monaragala,Bibile,2016-09-08,Unknown,Male,30,Subadults and adults
1563,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-09-08,Hakkapatas,Male,10-15,Unknown
1564,Polonnaruwa,Matale,Dambulla,2016-09-08,Unknown,Male,Unknown,Unknown
1565,Polonnaruwa,Matale,Naula,2016-09-08,Fallen into well,Male,Unknown,Unknown
1566,Anuradhapura,Anuradhapura,Kebithigollewa,2016-09-09,Hakkapatas,Female,9,Juvenile
1567,Southern,Monaragala,Thanamalvila,2016-09-10,Gunshot,Male,35,Subadults and adults
1568,Uva,Monaragala,Bibile,2016-09-12,Disease,Male,2 Months,Infant
1569,Eastern,Ampara,Lahugala,2016-09-15,Disease,Male,3,Calf
1570,Trincomalee,Trincomalee,Morawewa,2016-09-18,Hakkapatas,Female,7,Juvenile
1571,Polonnaruwa,Polonnaruwa,Welikanda,2016-09-18,Injured,Male,30-35,Subadults and adults
1572,Polonnaruwa,Polonnaruwa,Thamankaduwa,2016-09-20,Unknown,Female,12-15,Subadults and adults
1573,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-09-22,Disease,Female,35-40,Subadults and adults
1574,Central,Kandy,Udadumbara,2016-09-22,Electrocuted,Male,15-20,Subadults and adults
1575,Anuradhapura,Anuradhapura,Horowpothana,2016-09-22,Hakkapatas,Male,12,Juvenile
1576,Kilinochchi,Mullaitivu,Padaviya,2016-09-24,Unknown,Female,30,Subadults and adults
1577,Anuradhapura,Anuradhapura,Nochchiyagama,2016-09-24,Gunshot,Male,25,Subadults and adults
1578,Polonnaruwa,Polonnaruwa,Medirigiriya,2016-09-28,Hakkapatas,Male,25-30,Subadults and adults
1579,Polonnaruwa,Polonnaruwa,Welikanda,2016-09-29,Other,Male,35-40,Subadults and adults
1580,Vavuniya,Mannar,Madhu,2016-09-29,Disease,Male,4,Calf
1581,Eastern,Ampara,Mahaoya,2016-09-29,Unknown,Female,5-6,Juvenile
1582,Uva,Monaragala,Katharagama,2016-09-30,Unknown,Male,25,Subadults and adults
1583,Southern,Monaragala,Sevanagala,2016-10-02,Disease,Female,5,Juvenile
1584,Southern,Monaragala,Thanamalvila,2016-10-02,Other,Female,3,Calf
1585,Southern,Monaragala,Thanamalvila,2016-10-02,Hakkapatas,Male,20-25,Subadults and adults
1586,Puttalam,Puttalam,Karuwalagaswewa,2016-10-03,Disease,Male,3-4,Calf
1587,Trincomalee,Trincomalee,Morawewa,2016-10-06,Hakkapatas,Male,6,Juvenile
1588,Anuradhapura,Anuradhapura,Thalawa,2016-10-08,Unknown,Male,10,Juvenile
1589,Anuradhapura,Anuradhapura,Horowpothana,2016-10-08,Natural,Male,25,Subadults and adults
1590,Uva,Ampara,Madulla,2016-10-09,Gunshot,Male,15-18,Subadults and adults
1591,Vavuniya,Mannar,Manthai West,2016-10-10,Body destroyed,Male,9,Juvenile
1592,Polonnaruwa,Polonnaruwa,Thamankaduwa,2016-10-10,Eaten polythene,Male,25-30,Subadults and adults
1593,Trincomalee,Trincomalee,Kuchchaveli,2016-10-13,Unknown,Male,28-30,Subadults and adults
1594,Polonnaruwa,Matale,Wilgamuwa,2016-10-13,Injured,Unknown,Unknown,Unknown
1595,Wayamba,Kurunegala,Polpithigama,2016-10-16,Fallen into well,Male,30-35,Subadults and adults
1596,Trincomalee,Trincomalee,Kuchchaveli,2016-10-17,Unknown,Male,28-30,Subadults and adults
1597,Wayamba,Kurunegala,Galgamuwa,2016-10-19,Poisned,Female,12-15,Subadults and adults
1598,Puttalam,Puttalam,Karuwalagaswewa,2016-10-22,Natural,Female,60,Subadults and adults
1599,Eastern,Ampara,Ninthavur,2016-10-24,Eaten polythene,Male,20-25,Subadults and adults
1600,Anuradhapura,Anuradhapura,Thalawa,2016-10-24,Unknown,Male,35,Subadults and adults
1601,Southern,Monaragala,Thanamalvila,2016-10-25,Unknown,Female,3.5,Calf
1602,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-10-25,Unknown,Male,25-30,Subadults and adults
1603,Southern,Monaragala,Thanamalvila,2016-10-29,Unknown,Female,10,Juvenile
1604,Eastern,Ampara,Lahugala,2016-10-30,Unknown,Unknown,20-25,Subadults and adults
1605,Anuradhapura,Anuradhapura,Kebithigollewa,2016-10-31,Unknown,Male,12,Juvenile
1606,Southern,Monaragala,Sevanagala,2016-10-31,Disease,Female,25-30,Subadults and adults
1607,Trincomalee,Trincomalee,Gomarankadawala,2016-11-01,Unknown,Male,6,Juvenile
1608,Southern,Ratnapura,Embilipitiya,2016-11-01,Disease,Female,35-40,Subadults and adults
1609,Polonnaruwa,Polonnaruwa,Welikanda,2016-11-08,Disease,Male,03,Calf
1610,Polonnaruwa,Matale,Welikanda,2016-11-11,Unknown,Female,05,Juvenile
1611,Vavuniya,Mannar,Madhu,2016-11-13,Gunshot,Female,25,Subadults and adults
1612,Trincomalee,Trincomalee,Gomarankadawala,2016-11-14,Unknown,Female,21,Subadults and adults
1613,Southern,Monaragala,Thanamalvila,2016-11-18,Unknown,Male,35-40,Subadults and adults
1614,Polonnaruwa,Matale,Dambulla,2016-11-19,Poisned,Male,25-30,Subadults and adults
1615,Eastern,Ampara,Uhana,2016-11-20,Hakkapatas,Male,10-12,Juvenile
1616,Polonnaruwa,Polonnaruwa,Lankapura,2016-11-20,Other,Male,1,Calf
1617,Vavuniya,Mannar,Nanaddan,2016-11-21,Disease,Male,1,Calf
1618,Southern,Hambantota,Hambantota,2016-11-22,Gunshot,Male,7,Juvenile
1619,Eastern,Ampara,Uhana,2016-11-23,Poisned,Male,1 Month,Infant
1620,Puttalam,Puttalam,Karuwalagaswewa,2016-11-24,Electrocuted,Female,30-35,Subadults and adults
1621,Southern,Monaragala,Sevanagala,2016-11-25,Disease,Male,20-25,Subadults and adults
1622,Anuradhapura,Anuradhapura,Maha Vilachchiya,2016-11-27,Poisned,Female,18-20,Subadults and adults
1623,Eastern,Ampara,Mahaoya,2016-11-28,Hakkapatas,Female,35,Subadults and adults
1624,Polonnaruwa,Polonnaruwa,Thamankaduwa,2016-12-07,Unknown,Male,25-30,Subadults and adults
1625,Southern,Ratnapura,Balangoda,2016-12-12,Unknown,Female,20,Subadults and adults
1626,Southern,Monaragala,Thanamalvila,2016-12-13,Gunshot,Male,9,Juvenile
1627,Southern,Hambantota,Sooriyawewa,2016-12-15,Unknown,Unknown,8 Months,Infant
1628,Puttalam,Puttalam,Karuwalagaswewa,2016-12-19,Disease,Female,50-55,Subadults and adults
1629,Polonnaruwa,Polonnaruwa,Elahera,2016-12-21,Electrocuted,Male,25-30,Subadults and adults
1630,Anuradhapura,Anuradhapura,Kebithigollewa,2016-12-24,Electrocuted,Male,03,Calf
1631,Anuradhapura,Anuradhapura,Kebithigollewa,2016-12-24,Electrocuted,Female,25,Subadults and adults
1632,Anuradhapura,Anuradhapura,Kebithigollewa,2016-12-24,Electrocuted,Female,18,Subadults and adults
1633,Anuradhapura,Anuradhapura,Kebithigollewa,2016-12-24,Electrocuted,Female,15,Subadults and adults
1634,Wayamba,Anuradhapura,Palagala,2016-12-25,Electrocuted,Male,30-35,Subadults and adults
1635,Puttalam,Puttalam,Karuwalagaswewa,2016-12-25,Fallen into well,Male,8.5 Months,Infant
1636,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2016-12-29,Gunshot,Male,35-40,Subadults and adults
1637,Anuradhapura,Anuradhapura,Horowpothana,2016-12-30,Hakkapatas,Female,15-18,Subadults and adults
1638,Wayamba,Anuradhapura,Palagala,2016-12-31,Gunshot,Male,40,Subadults and adults
1639,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-01-01,Gunshot,Male,35-40,Subadults and adults
1640,Uva,Monaragala,Katharagama,2017-01-01,Unknown,Male,30-35,Subadults and adults
1641,Uva,Monaragala,Madulla,2017-01-01,Unknown,Unknown,Unknown,Unknown
1642,Uva,Monaragala,Madulla,2017-01-01,Unknown,Unknown,7 Months,Infant
1643,Uva,Ampara,Damana,2017-01-01,Unknown,Unknown,7 Months,Infant
1644,Eastern,Batticaloa,Addalachchenai,2017-01-04,Eaten polythene,Male,30-35,Subadults and adults
1645,Polonnaruwa,Polonnaruwa,Welikanda,2017-01-05,Unknown,Male,8-10,Juvenile
1646,Uva,Monaragala,Bibile,2017-01-09,Gunshot,Male,21,Subadults and adults
1647,Eastern,Ampara,Thirukkovil,2017-01-10,Hakkapatas,Female,5-6,Juvenile
1648,Eastern,Ampara,Thirukkovil,2017-01-11,Body destroyed,Female,20-25,Subadults and adults
1649,Eastern,Batticaloa,Koralai Pattu North,2017-01-12,Gunshot,Female,22-25,Subadults and adults
1650,Anuradhapura,Anuradhapura,Horowpothana,2017-01-15,Hakkapatas,Male,8-10,Juvenile
1651,Polonnaruwa,Anuradhapura,Palugaswewa,2017-01-22,Gunshot,Female,4,Calf
1652,Eastern,Ampara,Mahaoya,2017-01-28,Gunshot,Female,35,Subadults and adults
1653,Anuradhapura,Anuradhapura,Nochchiyagama,2017-01-29,Gunshot,Female,15-18,Subadults and adults
1654,Wayamba,Kurunegala,Polpithigama,2017-01-30,Electrocuted,Male,30-35,Subadults and adults
1655,Eastern,Ampara,Pothuvil,2017-01-30,Other,Male,10-12,Juvenile
1656,Elephant Transit Home,Ratnapura,Ratnapura,2017-01-31,Natural,Female,Unknown,Unknown
1657,Eastern,Ampara,Alayadiwembu,2017-01-31,Hakkapatas,Male,10-12,Juvenile
1658,Elephant Transit Home,Ratnapura,Ratnapura,2017-01-31,Natural,Male,Unknown,Unknown
1659,Eastern,Ampara,Mahaoya,2017-02-01,Gunshot,Male,25,Subadults and adults
1660,Eastern,Batticaloa,Manmunai South-West,2017-02-01,Electrocuted,Male,30-35,Subadults and adults
1661,Eastern,Polonnaruwa,Dimbulagala,2017-02-01,Falling of a mountain,Male,20,Subadults and adults
1662,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-02-02,Gunshot,Male,30-35,Subadults and adults
